,domain,url_len,url_dep,httpDomain,tinyURL,hyphenURL,underscoreURL,subURl,clientURL,adminURL,serverURL,loginURL,dns,domainAge,domainEnd,iframe,forwarding,label
252,204.44.98.234,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
253,u2043490.plsk.regruhosting.ru,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
254,gtsped.it,29,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1
255,attyah.s3.us-east-005.backblazeb2.com,57,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
256,paypal-home-secure.com,31,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
257,it.77-91-78-129.cprapid.com,44,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
258,gateway.ipfs.io,88,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
259,bancaprovincia.jimdosite.com,37,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
260,etc-yvvvvvv.dns04.com,30,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
261,online-3rvers-authy.firebaseapp.com,44,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
262,ci13862.tw1.ru,45,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1
263,help-center414.crabdance.com,42,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
264,invoices.creditunion-financial.com,86,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
265,sparkasse-mobil.com,74,3,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
266,ap-ionos.pages.dev,27,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
267,fleek.ipfs.io,74,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
268,bafybeihdl2hmgdyfcmbql5ohhtotoymu4o5qobc2r2rvmbrnjiulx3lxo4.ipfs.nftstorage.link,88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
269,lesliesikos.com,64,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
270,jamiladonuajqa.wpenginepowered.com,42,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
271,anazom.co.ip.po9h4c.com,32,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
272,bafkreibzr45cgztuhkufquevxkhi4x6dq7czvevkgip3fluiuhgyokcvgu.ipfs.cf-ipfs.com,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
273,tinyurl.com,29,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
274,bafybeibhs7pz5wmn2vteyzflbckwbr3puzqisving6ovzisi6mhuy2kati.ipfs.cf-ipfs.com,85,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
275,yumura-kosyo.co.jp,25,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
276,36840pxnow.yoursmcoach.com,104,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1
277,oqljuemiod.duckdns.org,31,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
278,cancel4645-coinbase.web.app,36,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
279,raknten-caed.zbqtfrb.cn,35,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1
280,help-center123.crabdance.com,42,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
281,r3v8m92cm8.kacprzak0.pl,56,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1
282,t.co,32,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
283,bit.ly,22,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
284,irhose.com,33,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
285,u1965047.plsk.regruhosting.ru,40,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
286,modulosdeseguranca30horas.com,37,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1
287,meta-business-case-d9ce9.firebaseapp.com,49,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
288,clogs-accountlnfo-online.203-161-55-231.cprapid.com,128,3,1,0,1,0,2,0,0,0,0,0,0,0,1,1,1
289,ipfs.best-practice.se,94,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
290,att-102336.weeblysite.com,34,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
291,oncologiaclinicafpolis.com.br,44,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
292,dev-itagui.pantheonsite.io,35,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
293,sparka-tan.info,24,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
294,bak-hex.com,37,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1
295,artecplan.com.br,72,4,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1
296,cancel496-coinbase.web.app,44,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
297,ipfs.io,93,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
298,didjmkjs235.publicvm.com,32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
299,u3i.co,21,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
300,grabapp.top,20,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
301,amazceom-co-jp.amazzeocn.50220.top,46,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
302,urlzs.com,23,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
303,login.orange.vocale.888.fr.xtra-hands.com,50,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1
304,bafybeiehusky6wtpsi5f5aieppbsr5ic5lnn2wnchq42cx6synnvivp554.ipfs.nftstorage.link,88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
305,s3.amazonaws.com,89,3,1,0,0,0,2,0,0,0,0,0,1,1,1,0,1
306,caja-trujillo.com.pe,28,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
307,safe001.signsantafe001.repl.co,39,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
308,ipfs.filebase.io,77,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
309,rakutan-cacd.50gb536.xyz,36,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
310,saisonoard.co.jp.vxaabt.top,50,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1
311,portale-utente-lnfo.198-187-30-97.cprapid.com,116,1,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1
312,bestchange-cryptoexchanger.su,38,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
313,raknten-caod.sckdvpu.cn,35,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1
314,mobile-postal-information.bhh58.live,45,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
315,recoverysupport.infinityvehicles.in,48,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
316,verify-center5.strangled.net,42,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
317,amechandonrose.com,87,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
318,s.yam.com,23,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
319,43.159.37.67,255,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
320,amzon.co.jp.pdzone4.com,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
321,sisbrweb2.slcoob.com,106,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
322,phillyhome4sale.com,28,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
323,gouv-amendes-antai.fr,29,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
324,ww2.avisodeponto.com,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
325,bafybeidfwtyndiazmzws322ncxuuw2ii4iso4nrhowegl46cdbipvrmif4.ipfs.cf-ipfs.com,84,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
326,branch.zphmariz.pl,51,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1
327,ipfs.io,67,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
328,bit.ly,28,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
329,steamcornmunnitty.ru,29,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
330,descontos-amc.com,69,3,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
331,bafybeifzulgbzozs4f43bd2fu2lu45vbri4koomwvi6fdmh6q36cofiqtu.ipfs.dweb.link,103,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
332,online-impot-gouv-infos.com,40,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1
333,kueronakayaeotn.co.jp.kuerocekayaoato.ljhlna.top,60,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
334,bipprovincempress.click,32,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
335,generalaa-e69f4.firebaseapp.com,40,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
336,4everland.io,83,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
337,bafybeibbcqy23r5s4feriyja3g74x7gwrconu6ihe6qgv76eikz7iq7nxe.ipfs.cf-ipfs.com,84,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
338,eazxxujgcz.duckdns.org,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
339,live-seedify.org,47,2,0,0,1,0,2,0,0,0,0,0,1,1,1,1,1
340,inpost-pl.obrazek.top,47,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
341,manuelpadrinofisioterapia.com,47,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
342,jordaoveiculos.net,44,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,1
343,meta-for-business-case-52bd8.firebaseapp.com,53,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
344,eki-net-jp12.top,34,1,1,0,1,0,2,0,0,0,1,0,0,0,1,1,1
345,mhomieupdatenoticedkindly.linkpc.net,51,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
346,unpersuadable-fract.000webhostapp.com,46,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
347,netflix.veiligonline.web01.site-manager.eu,51,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
348,yzxlsc.com,70,6,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1
349,23.88.48.53,19,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
350,fasjkfl5.top,21,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
351,suporteviacanaldeajuda.online,37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
352,hunt100-dak5olnsm-chs123.vercel.app,44,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
353,infura-ipfs.io,85,3,1,0,1,0,2,0,0,0,0,0,1,1,1,0,1
354,alexseaboldclientfr.web.app,36,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1
355,file-share-from-melanie-folder-view.web.app,52,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
356,cpreromgnplare.com,26,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
357,sanmartinproveedores.com,37,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
358,www-info-cr-mufg.wanyouxuan.com,40,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
359,walerian.kada.org.pl,54,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1
360,help-center-id9896548154.firebaseapp.com,49,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
361,nftstorage.link,75,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
362,amazon.hhkmlq.xyz,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
363,s3.amazonaws.com,107,2,1,0,0,0,2,0,0,0,0,0,1,1,1,0,1
364,dunetoken.co,21,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
365,szlomo.gabrielazuzanna.info.pl,64,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
366,surl.li,21,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
367,vipimnetz.com,65,3,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1
368,rashfatnet.com,103,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
369,metamsk.co,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
370,ads-userid-pages2023.start.page,40,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
371,ingresoinmediatoseguro--crpromeri.repl.co,50,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
372,new-device-id.web.app,30,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
373,metafb-8h3cz8k.web.app,31,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
374,dlrect.smtb.jp.obwangluo.com,41,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
375,express.adobe.com,45,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
376,incekbulsik.work.gd,41,1,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1
377,v3.aapaave.com,23,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
378,ifibybo.cluster028.hosting.ovh.net,126,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
379,forested-awesome-saw.glitch.me,51,1,1,0,1,0,2,0,0,0,0,1,1,1,1,0,1
380,cooeieorieotoepo.com,68,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
381,attinfo6.godaddysites.com,34,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
382,anchorprotocol.mypixieset.com,38,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
383,facebook-log.blogspot.qa,31,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
384,bafybeidsgcqsa3naeabvkojn6eoepuhgv2jzva2osfmxza4ryake6il6zq.ipfs.w3s.link,82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
385,btwevr4545b.longmusic.com,34,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
386,fbclid8123471236748129583.web.app,42,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
387,ipfs.fleek.co,86,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
388,aruba-pagamenti-fattura.com,107,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1
389,my.bdoexpressupdate.com,31,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
390,bafybeidkgvxcgb4w6ntqytfk7wn72kvux64fpfu5pol2opdeub7zgawe5m.ipfs.dweb.link,92,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
391,ipfs.io,80,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
392,pub-0e459479bb894ae6a3446ba7783965b0.r2.dev,76,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
393,bafybeidapv2ekgj6cpuqnerrcweurd2glbrifrsszlm47dyym5xbfnlg54.ipfs.cf-ipfs.com,95,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1
394,auth-lloyd-online.com,29,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
395,nftstorage.link,75,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
396,biodegradablemenaciiiingcable--smssssmsss.repl.co,57,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1
397,ingresabanco67--generalbanco9.repl.co,46,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
398,storage.googleapis.com,133,2,1,0,0,0,2,0,0,0,0,1,1,1,1,0,1
399,madh75r.firebaseapp.com,32,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1
400,revolut.pl-wsparcie.net,31,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
401,acessoafaturaon.com,45,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
402,onedrivefiles89.web.app,32,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
403,gateway.pinata.cloud,114,3,1,0,0,0,2,0,0,0,0,0,1,1,1,0,1
404,meta-business-case-45f60.web.app,41,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
405,taxx-lux.web.app,25,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
406,nftstorage.link,83,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
407,cf-ipfs.com,71,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
408,bafybeie7lhuazzamw4rh5agtz75yze7yu724nerhgzyc3jati2qaie3zti.ipfs.w3s.link,89,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
409,bcr-banco-de-costa-rica.jimdosite.com,46,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
410,politecnicovallenar.cl,32,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
411,c35e39.webwave.dev,27,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
412,bit.ly,21,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
413,cdcfl-zcmp.campaign-view.eu,173,2,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
414,pub-f80b6ad906c044d4948dfdaec627e34c.r2.dev,60,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1
415,actualizaciion.ebisaseguridad.repl.co,46,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
416,40892e84-8854-449b-a853-ba145d1a4238.id.repl.co,56,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
417,u1965047.plsk.regruhosting.ru,41,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
418,information-sfr.net,28,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
419,ms-sharedfile-nd.web.app,33,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
420,main.gruppometodoercole.com,175,3,1,0,0,0,2,0,0,0,1,0,1,1,1,1,1
421,qxcvr.susome.top,25,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
422,adey7-51fd269c-e72e-41f3-ae05-b7d5a7fd239.myportfolio.com,66,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
423,walletefex.xyz,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
424,descriptiveray.s4-tastewp.com,56,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
425,axieinfinity.com.ge,26,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
426,vwernueov79.jungleheart.com,35,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
427,ksawery.akarch.pl,50,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1
428,ftxtrading.ltd,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
429,is.gd,21,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
430,dkb-kunden-login.misecure.com,59,2,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
431,yogiindustry.in,27,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
432,help-center540.crabdance.com,42,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
433,dev-fijev99order.pantheonsite.io,41,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
434,zi992883923923.web.app,48,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
435,pub-394a6270254b4356b3d20bf59203bb65.r2.dev,59,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
436,vetrina.notarify.io,118,6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1
437,is.gd,26,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1
438,stuckglue.com,51,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
439,bafkreifejxksjerptlvfkrcafjwu64wxuld7gvmewiukrgd4bkvx5lexna.ipfs.infura-ipfs.io,87,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1
440,league-free-rp1.000webhostapp.com,42,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
441,mobile-usaa4.web.app,29,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
442,monassurance-ameli.fr,30,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
443,banca-sella-spa.itsaol.com,52,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
444,salmanfarsi01.github.io,62,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
445,aquarium-cleaning.ru,56,3,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1
446,openwseanft.godaddysites.com,37,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
447,citizens0nlinebnking6vt57btpn.pages.dev,48,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
448,dev4229.d1136jcta58wch.amplifyapp.com,74,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
449,maoaolcl.weebly.com,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
450,cr000--bnmovil.repl.co,30,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1
451,compte-sfr.me,22,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
452,app.35-72-13-210.cprapid.com,53,2,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1
453,is.gd,28,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1
454,massimo-sistema-sicuro-supporto-operatore.cfolks.pl,125,6,1,0,1,0,2,0,0,0,1,0,0,0,1,1,1
455,sp443788.sitebeat.crazydomains.com,43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
456,bafybeia37xkvv4e6yxbk67y23k4wzjz2zrh5mg77mxxjuqbrvsecpq7s7a.ipfs.infura-ipfs.io,88,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
457,noway.builderallwppro.com,61,3,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1
458,helpmettacase1000.firebaseapp.com,42,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1
459,bvtwrecr34.faqserv.com,31,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
460,download2291.mediafire.com,93,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
461,43.128.92.128,377,3,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
462,loading-screen-timeout.web.app,39,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
463,pockatcard.co.jp.symeme.top,58,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1
464,pub-10affc7d98614b899342ca9e4f65baa0.r2.dev,62,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
465,faintlcn.com,48,3,1,0,0,0,2,1,0,0,0,0,0,0,1,1,1
466,dev-suntyhmbnkytauc.pantheonsite.io,44,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
467,secure-ioos.com,32,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
468,gbhjglobal.info,64,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
469,ipfs.io,128,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
470,2e2rgcxi.square.site,29,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
471,att-104166.weeblysite.com,34,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
472,pub-d2d6f58f460d417bb5d9740265de96ab.r2.dev,61,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
473,meta-business-case-6110c.web.app,41,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
474,fb-recovery-d029d.web.app,34,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
475,ca53594.tw1.ru,47,3,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1
476,smbctb.pretiane.com,39,1,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1
477,cancel1972-coinbase.web.app,45,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
478,dev-pppersonabbbcrrrinformaaaa.pantheonsite.io,55,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
479,dev-itaupycli.pantheonsite.io,38,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
480,direct3.smbc.co.jp.aib.catloz.com,69,3,1,0,0,0,2,1,0,0,0,0,0,0,1,1,1
481,pockctcrad.co.jp.vfeqfg.top,58,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1
482,arubahost.it.sell.20-57-10-180.cprapid.com,87,4,1,0,1,0,2,0,0,0,0,0,0,0,1,1,1
483,mail.109-206-242-17.cprapid.com,40,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
484,bafybeiggnv5xzvrm2k56jvgibwgfifnre4x42deywpataoynaw6ylrsxli.ipfs.cf-ipfs.com,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
485,onne.link,27,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
486,objectstorage.eu-paris-1.oraclecloud.com,110,6,1,0,1,0,3,0,0,0,1,0,0,0,0,0,1
487,appurl.io,28,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
488,bafybeihvoiyj5m3a2skigvuhahupigsxtab4r4ihy6norpghorgosxwkz4.ipfs.cf-ipfs.com,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
489,wdbsve2k.duckdns.org,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
490,saiconcard.co.jp.50gb122.xyz,40,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
491,imcu-review.org,23,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
492,amendesgouv-antai.fr,29,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
493,impressivebettersoftwareengineer.coronado2121.repl.co,62,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
494,recouvrement-netflix.fr,32,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
495,markdebrand.com,27,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
496,app.3-88-145-91.cprapid.com,36,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
497,kuerennkayccato-co-jp.kuerennkayccato.jahihd.top,208,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
498,credappmaisws.com,87,1,1,0,0,0,2,0,0,0,1,0,0,0,1,1,1
499,spiritual-lawyer-1318233601.cos.ap-guangzhou.myqcloud.com,120,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
